Date,ID,Caption,Likes,Comments,HashTags,isVideo,ShortCode
2019-04-10 11:32:51,2018936200216532574,We will move the country to a place where people feel empowered and happy- Congress President @rahulgandhi,8513,14,[],False,BwEs8b-FVZe
2019-04-10 11:32:32,2018936034633761509,We will move the country to a place where people feel empowered and happy- Congress President @rahulgandhi,9080,31,[],False,BwEs6BwlMLl
2019-04-10 09:52:09,2018882930559364375,"Rahul Gandhi addresses the media on Supreme Court’s judgement on the Rafale Deal.

#ChowkidarChorHai #AbHogaNyay #RafaleDeal",23062,878,"['chowkidarchorhai', 'abhoganyay', 'rafaledeal']",True,BwEg1QvFy0X
2019-04-10 09:31:46,2018875257591823696,"@priyankagandhivadra shares a light moment with her children post @rahulgandhi’s nomination in #Amethi
.
.
#AmethiKaRahulGandhi
#LokSabhaElections2019",31177,229,"['amethi', 'amethikarahulgandhi', 'loksabhaelections2019']",False,BwEfFmulf1Q
2019-04-10 09:26:16,2018872487363183382,"Congress President @rahulgandhi files his nomination in #Amethi for the #LokSabhaElections2019
#AmethiKaRahulGandhi",22083,259,"['amethi', 'loksabhaelections2019', 'amethikarahulgandhi']",False,BwEedSwF4MW
2019-04-09 12:31:34,2018238607324892624,"कांग्रेस का घोषणा पत्र भारत की जनता को समर्पित है। घोषणा पत्र के कुछ वादे, जिनकी भारत को सख्त आवश्यकता है:-",13210,592,[],True,BwCOVH9lE3Q
2019-04-09 03:17:38,2017961243386965604,"Vote karo, magar soch samajh ke.
#BollywoodBoleVoteSambhalKe",11945,432,['bollywoodbolevotesambhalke'],True,BwBPQ8qle5k
2019-04-08 15:41:57,2017606138250900098,"In our latest episode of Pun Ki Baat, we bring to you the round-up of last week's news stories that the media was too afraid to carry.
#PunKiBaat",8850,312,['punkibaat'],True,Bv_-hfPF7KC
2019-04-08 07:55:52,2017376821516273113,"“Think before you vote” - @kalkikanmani, Actor
.
.
#VoteAppeal",11838,306,['voteappeal'],True,Bv_KYfYlYXZ
2019-04-08 07:44:31,2017370750588542348,"""My simple and humble request to all of you is to vote sensibly and responsibly. Vote for people who value the constitution and uphold the value of the constitution."" - @vishaldadlani , Singer & Composer
.
.
#VoteAppeal",16109,512,['voteappeal'],True,Bv_JAJZF92M
2019-04-08 07:17:40,2017357069876013124,"""We need to vote for a party that is truly secular and upholds and empowers every single citizen of this country."" -@sayanigupta , Actor
.
.
#VoteAppeal",10905,311,['voteappeal'],True,Bv_F5EPFShE
2019-04-07 15:25:55,2016879173227028743,"गब्बर सिंह टैक्स से अब मिलेगी मुक्ति।
सरल जीएसटी से व्यापार को मिलेगी शक्ति।।
#AbHogaNYAY
#NYAYforIndia
#GST",14548,204,"['abhoganyay', 'nyayforindia', 'gst']",False,Bv9ZOwTFKEH
2019-04-07 15:24:14,2016877545426201325,"“ना हिंदू बनेगा, ना मुसलमान बनेगा 
इंसान की औलाद है, इंसान बनेगा” India is one country, one people.
Credits: TV9 भारतवर्ष",10873,452,[],True,Bv9Y3ESlyrt
2019-04-07 15:20:45,2016876576089003701,"मुफ्त मिलेगी शिक्षा, सपने भरेंगे नई उड़ान।
कांग्रेस सरकार में, पूरे होंगे अब अरमान।।
#AbHogaNYAY
#NYAYforIndia",11306,113,"['abhoganyay', 'nyayforindia']",False,Bv9Yo9hl1a1
2019-04-07 10:47:55,2016739256253726113,"महिलाओं को मिलेगी नौकरी, जब आएगी कांग्रेस सरकार।
33% आरक्षण से मिलेगा उनको, सम्मान और अधिकार।।
#AbHogaNYAY
#NYAYforIndia",10926,152,"['abhoganyay', 'nyayforindia']",False,Bv85asdlr2h
2019-04-07 10:44:37,2016737468993598735,"ठान लिया है सारे हिंदुस्तान ने,
आयी है सुनहरी घड़ी ""न्याय” की।
हर धोखे, जुमले का होगा हिसाब,
घड़ियां खत्म हुई अब ""अन्याय"" की।।
कांग्रेस बनेगी हर जन की आवाज,
दूर करेगी पीड़ा हर ""असहाय” की ।।
#AbHogaNYAY
#NYAYforIndia",7262,234,"['abhoganyay', 'nyayforindia']",True,Bv85Ar8lXUP
2019-04-07 07:11:33,2016630355604773183,"गरीबी पर वार होगा, सपना ये साकार होगा।
कांग्रेस सरकार में, सशक्त गरीब परिवार होगा।। #AbHogaNYAY
#NYAYforIndia",19917,537,"['abhoganyay', 'nyayforindia']",False,Bv8gp-1F5k_
2019-04-06 15:28:06,2016154543013083516,"We ensure that we will become a nation where promises are honoured, commitments are fulfilled and the words and deeds of the govt carry credibility: UPA Chairperson Smt. Sonia Gandhi

#PeoplesAgenda2019 #SoniaGandhi #Congress",13552,399,"['peoplesagenda2019', 'soniagandhi', 'congress']",True,Bv60d_0lbl8
2019-04-06 11:03:38,2016020488443657119,"Mahatma Gandhi's #DandiMarch culminated on 6th April 1930 when he broke the unjust #SaltLaw by picking up a fistful of salt from the shores of Dandi.

Credits: 1985 Films Division Documentary",9421,86,"['dandimarch', 'saltlaw']",True,Bv6V_Pxl_uf
2019-04-06 05:16:46,2015847211611735711,@rahulgandhi has an uncommon #Rakhi rule when it comes to @priyankagandhivadra . Watch to find out!,19485,498,['rakhi'],True,Bv5ulvJlEaf
2019-04-05 16:52:25,2015472410024081659,"Our manifesto is not an expression of the #Congress party, it is an expression from all the stakeholders of the country. The concept of #NYAY has come from the people of India: @RahulGandhi",7206,182,"['congress', 'nyay']",True,Bv4ZXp-Ffj7
2019-04-05 16:09:02,2015448797099250159,Watch Congress President Rahul Gandhi’s conversation with the women of Bengaluru explores the idea of Congress.,15861,238,[],True,Bv4UACuFtHv
2019-04-05 10:48:07,2015285775449898702,"#YaadRakhna: Comment below if you’ve received 15 lakh in your bank accounts
.
.
#CorruptModi #UturnSarkar #NoMo",13303,852,"['yaadrakhna', 'corruptmodi', 'uturnsarkar', 'nomo']",True,Bv3u7w-lr7O
2019-04-04 14:13:50,2014667988998257433,"झूठ पर फ़तह, सच का बदला है
झूठ का पर्दाफाश, सच से सामना है
.
.
#Truth #Congress",19414,975,"['truth', 'congress']",True,Bv1idygl3sZ
2019-04-04 06:20:28,2014429276133622389,नोटबंदी द्वारा बर्बाद हुई अर्थव्यवस्था को सुधारने का एक ही रास्ता है: नोटवापसी!,10113,290,[],True,Bv0sMD1F4J1
2019-04-03 14:00:59,2013935595731303229,"मोदी ने 15 ₹लाख का झूठ बोला, मैंने देश के सामने सच्चाई रखने और देश को गरीबी मुक्त बनाने का फैसला किया। देश के 20% लोग ₹12,000 से कम कमाते हैं। हमारी सरकार बनने पर हम इन्हें सालाना ₹72,000 देंगे। ये पैसा महिलाओं के खाते में जाएगा : कांग्रेस अध्यक्ष @RahulGandhi
#AssamWelcomesRahulGandhi",10466,457,['assamwelcomesrahulgandhi'],True,Bvy78EIFDs9
2019-04-03 08:51:38,2013780301374248268,"Remembering Field Marshal Sam Manekshaw on his birth anniversary today. He was the Chief of the #Army Staff during the Indo-Pak War of 1971 and was awarded the Padma Vibhushan.
.
.
#KnowYourLegacy",11736,166,"['army', 'knowyourlegacy']",True,BvyYoO_F1VM
2019-04-03 06:51:36,2013716743726660793,"“This manifesto was not made behind closed doors. This manifesto reflects the wishes of the people of India.”: Congress President Rahul Gandhi 
#CongressManifesto2019",18775,739,['congressmanifesto2019'],True,BvyKLWUFXy5
2019-04-02 18:23:44,2013342575478258240,"‘सारे जहाँ से अच्छा हिंदुस्तान हमारा’
Today marks the anniversary of the historic conversation between PM Indira Gandhi and Rakesh Sharma in 1984. Rakesh Sharma was the 1st Indian to travel to space when he flew aboard the Soyuz T-11
#KnowYourLegacy #60yearsofCongress",33586,441,"['knowyourlegacy', '60yearsofcongress']",True,Bvw1Ge-jTpA
2019-04-02 12:14:05,2013158745937570631,"We promise to restore the autonomy our institutions such as the RBI, ECI, CBI, CIC without fear or favour.
#CongressManifesto2019",8697,105,['congressmanifesto2019'],False,BvwLTaYFGtH
2019-04-02 12:12:22,2013157878966705774,"We promise to ensure zero tolerance to violence of all forms and prevent #HateCrimes, through a comprehensive law to end such violent acts.
#CongressManifesto2019",8624,194,"['hatecrimes', 'congressmanifesto2019']",False,BvwLGy8lt5u
2019-04-02 12:06:43,2013155035262032849,"Our paramilitary forces sacrifice their lives on a daily basis but do not have access to adequate infrastructure. We promise to give Shaheed status to our #Paramilitary forces.
#CongressManifesto2019",7152,36,"['paramilitary', 'congressmanifesto2019']",False,BvwKdailRvR
2019-04-02 12:04:36,2013153974229102265,"We will raise the national #education budget to 6% of GDP, so that every child acquires complete & free quality education up to class 12.
#CongressManifesto2019",6366,62,"['education', 'congressmanifesto2019']",False,BvwKN-YF265
2019-04-02 12:01:50,2013152580772278336,"Price rise has greatly affected the average Indian, in order to ensure fuel prices are stabilised, we will bring Petrol & Diesel under #GST.
#CongressManifesto2019",10566,132,"['gst', 'congressmanifesto2019']",False,BvwJ5snl7BA
2019-04-02 11:59:38,2013151472318175548,"We promise the Right to Healthcare Act, guaranteeing every citizen free diagnostics & medicines in our network of public hospitals.
#CongressManifesto2019",6215,52,['congressmanifesto2019'],False,BvwJpkSlFk8
2019-04-02 11:41:54,2013142544977228213,"To compete with global manufacturing giants, we promise to promote local businesses & provide them with the platform to manufacture for the world.
#CongressManifesto2019",5290,15,['congressmanifesto2019'],False,BvwHnqDl_G1
2019-04-02 11:40:43,2013141954830134638,"We will make it easier to do business by radically simplifying #GST with a single, low tax rate & basic tax structure.
#CongressManifesto2019",9659,289,"['gst', 'congressmanifesto2019']",False,BvwHfEcFe1u
2019-04-02 11:32:57,2013138042936962735,"We promise to free #MSME from the clutches of inspector raj by exempting them from all government persmissions for the first three years.
#CongressManifesto2019",5849,27,"['msme', 'congressmanifesto2019']",False,BvwGmJNFS6v
2019-04-02 11:15:20,2013129174232174888,"We will never achieve our developmental capabilities without our women in the workforce. We promise to reserve 33% of central govt. jobs only for women.
#CongressManifesto2019",6784,55,['congressmanifesto2019'],False,BvwElFlFZEo
2019-04-02 11:14:02,2013128520499583308,"Under our comprehensive jobs plan, we will provide 34 lakh government & public sector jobs.
#CongressManifesto2019",7916,63,['congressmanifesto2019'],False,BvwEbkvldlM
2019-04-02 11:08:01,2013125496473468998,"Through the Nyuntam Aay Yojana (#NYAY) we will guarantee a minimum yearly income of Rs. 72,000 to 5 crore poorest families, which will be transferred directly to the woman's account.
#CongressManifesto2019",8312,121,"['nyay', 'congressmanifesto2019']",False,BvwDvkZlUBG
2019-04-02 09:14:17,2013067731730349751,"Justice, Freedom, Progress, Security, Dignity & Unity - this is the idea of India, this is the idea of Congress. 
#CongressManifesto2019",12405,404,['congressmanifesto2019'],True,Bvv2m-ylr63
2019-04-02 07:12:41,2013007045344092869,"The Congress Party is proud to announce we have launched our 2019 Manifesto for the ensuing Lok Sabha elections. Find it here: www.manifesto.inc.in 
#CongressManifesto2019",12782,346,['congressmanifesto2019'],False,Bvvoz4MF-LF
2019-04-01 20:46:16,2012691761399775180,,10189,146,[],False,BvuhH5Ilr_M
2019-04-01 15:19:23,2012526334233258173,Don’t be fooled by what BJP shows you. This is the reality of Modi's 'new India'. #ModiMatBanao,17463,705,['modimatbanao'],True,Bvt7gnFF6i9
2019-04-01 07:42:41,2012297369526700354,"On #AprilFoolsDay, we bring you “Modi Jumla Tracker” to take a look at some of the promises Modi made to the  people of this country.
But now, #ModiMatBanao",10203,237,"['aprilfoolsday', 'modimatbanao']",False,BvtHcvFF4lC
2019-04-01 05:28:04,2012229422548315169,"Black money is still missing, Nirav Modi has still not been brought to justice & the youth are still looking for jobs. The only thing Indians have left to say to our PM - #ModiMatBanao",8899,188,['modimatbanao'],True,Bvs3_-hlOwh
2019-03-31 11:33:28,2011688556226350956,,15543,1113,[],True,Bvq9BVglw9s
2019-03-31 09:47:27,2011635391669803478,Lt. General (Retd.) D S Hooda has prepared a comprehensive report on India's #NationalSecurity that he presented to Congress President @rahulgandhi today.,13540,123,['nationalsecurity'],False,Bvqw7sKFRnW
2019-03-31 04:45:20,2011483327178355128,#EkHiChowkidarChorHai - the one that leads to the loot.,15433,1770,['ekhichowkidarchorhai'],False,BvqOW3EFjG4
2019-03-31 04:44:01,2011482624825417416,"पकड़ो पकड़ो, चोर को पकड़ो।
#EkHiChowkidarChorHai
.
.
.

#SundayFunday",15881,538,"['ekhichowkidarchorhai', 'sundayfunday']",True,BvqOMo8lt7I
2019-03-31 04:43:14,2011482271144818580,#EkHiChowkidarChorHai - can you spot which one?,17218,745,['ekhichowkidarchorhai'],False,BvqOHfjlTeU
2019-03-30 16:47:36,2011121776646799897,Watch the highlights of our 13th episode of #InConversationWith where Sam Pitroda tells us why the upcoming elections are crucial for first time voters,8979,371,['inconversationwith'],True,Bvo8Jm5FcIZ
2019-03-30 12:17:38,2010980604150323861,"#YaadRakhna: The wrath of #Demonetisation
.
.
#NoMo",10022,401,"['yaadrakhna', 'demonetisation', 'nomo']",True,BvocDRwlJqV
2019-03-30 06:18:47,2010805591657104693,"We wish the people of #Rajasthan peace and prosperity on the occasion of #RajasthanDiwas
.
📸: Rajiv Gandhi, Jaisalmer, 1981",11841,102,"['rajasthan', 'rajasthandiwas']",False,Bvn0QgrF0U1
2019-03-29 06:37:25,2010088988208503361,"45 साल की सबसे ज्यादा बेरोजगारी दर, GST से बर्बाद हुए उद्योगों से बेरोजगार हुआ युवा वर्ग 
बेहतर भविष्य के लिए कांग्रेस को वोट दें",14569,1285,[],True,BvlRUjtF5pB
2019-03-28 13:09:30,2009561328524818187,"#TBT: How NOT to do math like Modiji
.
.
#Unemployment #NoMo",20823,919,"['tbt', 'unemployment', 'nomo']",True,BvjZWGVFXcL
2019-03-28 06:49:21,2009371420623477268,Swipe to see Modi’s greatest “hits”,17844,842,[],False,BviuKk0FZoU
2019-03-28 05:14:56,2009321561547800352,"While the Modi government continues to coerce news channels to telecast the BJP's propaganda, we're not afraid to tell you the truth. Because once the noise settles down, only the truth remains.
#PunKiBaat",9030,326,['punkibaat'],True,Bvii1B7lv8g
2019-03-28 02:28:16,2009239436345636985,"ये संघर्ष है झूठ और सच का,
विजेता बनकर निकलेगी सच्चाई।
शिकस्त होगी झूठ की इस बार,
सच के बल पर जीतेंगे हम लड़ाई।।",12563,568,[],True,BviQJ84Fnh5
2019-03-27 11:15:41,2008780697431741580,"#DidYouKnow: The Indian Space Programme began in 1962 with the establishment of INCOSPAR, forerunner to #ISRO, under the supervision of PM Jawaharlal Nehru
.
.
#KnowYourLegacy #60YearsOfCongress",19443,446,"['didyouknow', 'isro', 'knowyourlegacy', '60yearsofcongress']",False,Bvgn2a-FJSM
2019-03-27 09:48:50,2008736986937322291,"Congress President @rahulgandhi welcomes Smt. @urmilamatondkarofficial to the Congress Party.
.
.
#Congratulations #IndianNationalCongress",41738,599,"['congratulations', 'indiannationalcongress']",False,Bvgd6WZlmsz
2019-03-27 06:08:16,2008625969934871436,"#WednesdayWisdom : Words once tweeted cannot be taken back. The irony is lost on #ChowkidarChor ji. .
.
#UturnSarkar",19544,498,"['wednesdaywisdom', 'chowkidarchor', 'uturnsarkar']",False,BvgEq1wl6uM
2019-03-26 16:45:48,2008221411966190423,"After 2019, #Congress government will exempt young #entrepreneurs from taking permission from the government for the first 3 years of the venture: @RahulGandhi .
.
#कांग्रेस_की_शक्ति",14517,470,"['congress', 'entrepreneurs', 'क']",True,BveorvylANX
2019-03-26 13:58:42,2008137967655467941,"#ContestAlert: Design a logo for the historic #NYAY scheme and get a chance to meet Congress President @rahulgandhi .
.
To participate: •Post design on your social media •Use #NYAYforIndia •Tag @INCIndia
•Email your entries to connect@inc.in
.
Last day to participate: 30th March, 2019
.
.
#MinimumIncomeGuarantee #MIG #LogoDesign",8862,125,"['contestalert', 'nyay', 'nyayforindia', 'minimumincomeguarantee', 'mig', 'logodesign']",False,BveVteOFDul
2019-03-26 11:24:57,2008059649799302760,"In last 5 years, @narendramodi has opposed and weakened all the schemes that helped the poor. He doesn't understand that these schemes lifted 14 crore people out of poverty: Congress President @RahulGandhi 
#JanSankalpRally",9641,183,['jansankalprally'],True,BveD5zCFS5o
2019-03-25 13:00:29,2007383590649109437,"कांग्रेस पार्टी गारंटी करके हिंदुस्तान के 20 प्रतिशत सबसे गरीब परिवारों को हर साल 72000 रुपये देने जा रही है : कांग्रेस अध्यक्ष @RahulGandhi 
#RahulForBehtarBharat",23249,2606,['rahulforbehtarbharat'],True,BvbqL14lpu9
2019-03-25 11:15:54,2007331256078203341,"The #UPA governments lifted 14 crore people out of poverty during 2004-14. A draconian move like #demonetisation was a set back for the poor in the country. By guaranteeing a minimum income of Rs. 72,000 for 5 crore poor families, we will reverse this set back and put an end to #poverty.
.
#RahulForBehtarBharat #NYAY #MinimumIncomeGuarantee #MIG #BreakingNews",18696,710,"['upa', 'demonetisation', 'poverty', 'rahulforbehtarbharat', 'nyay', 'minimumincomeguarantee', 'mig', 'breakingnews']",False,BvbeSRhFHnN
2019-03-25 06:49:36,2007196591413678873,"#India is one and it will fight as one against all those that try to divide it
.
.
#MondayMotivation #RahulForBehtarBharat 
#WeAreOne #Unity",17972,442,"['india', 'mondaymotivation', 'rahulforbehtarbharat', 'weareone', 'unity']",True,Bva_qpRllMZ
